username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Alix Strauss,27902607,NYC,2023-01-21 16:12:08,"@janieDbakes was 25 &amp; homeless when she got sober. A severe alcoholic, she turned to baking. What started in her ap… https://t.co/f4mhR5kDmz",0,Twitter Web App,
Rob Pregon,1591183724263215104,"Bronx, NY",2023-01-21 16:10:45,"@Godsentporter okay.! Maybe we can set up something really nice for the starving people, cold, homeless people. I w… https://t.co/JFkKjDAmzd",0,Twitter for iPhone,
Daily Mail US,380285402,New York,2023-01-21 16:10:44,Crime-ridden Seattle loses Nike store and multiplex cinema - as number of homeless deaths soar https://t.co/mP40w6COMJ,7,SocialFlow,
Alphonso SYVILLE,1363136898710044672,"Brooklyn, NY",2023-01-21 16:08:23,"@NYCMayor @NYCMayorsOffice 
THAT RALLY FROM THE NYC LEGAL HOMELESS COMMUNITY COMING TO CITY HALL SOON

😈AND WE GONN… https://t.co/a8Hxg340XN",0,Twitter for Android,
Alphonso SYVILLE,1363136898710044672,"Brooklyn, NY",2023-01-21 16:06:44,"@NYCDSSCommr @NewYorkStateAG @NYCComptroller @NYSComptroller 
THE LEGAL NYC HOMELESS PROBLEMs BEEN HERE WAY B4 THE… https://t.co/8EZxeIfNn1",0,Twitter for Android,
Alphonso SYVILLE,1363136898710044672,"Brooklyn, NY",2023-01-21 16:06:43,Is NYC Violating Right to Shelter Law? Woman Sleeps in Car Due to ‘Inhumane' Conditions https://t.co/tHR8TJz3wk… https://t.co/eIxmc33AO5,1,Twitter for Android,
City Limits,82296803,New York City,2023-01-21 16:02:21,The same day Mayor Adams unveiled a preliminary budget focused on “fiscal discipline” &amp; 2 days after Gov. Hochul la… https://t.co/tD1nYInFbF,0,Hootsuite Inc.,
"Elizabeth, your Intuitive DJ 🇺🇦",1444311249756557316,"New York, USA",2023-01-21 15:57:33,@GloriaLSandusky Yeah I'm not homeless so there's that.,0,Twitter for Android,
David Chen,1438460184897150978,"Long Island City, NY",2023-01-21 15:48:21,@SystemSunday @NavalismHQ The homeless are flexing hard.,0,Twitter for Android,
Miro Tokarczyk,784881611422703616,Manhattan ,2023-01-21 15:44:40,"Whoever will be Republican nominee (I hope it's @GovRonDeSantis), he or she will have to promise to destroy illegal… https://t.co/3XxiZwmRIY",0,Twitter for Android,
John Maida,86870390,"New York, USA",2023-01-21 15:40:35,@PinkWarriorSis @CurtisSliwa @NYCMayor They have homeless outreach officials out in 15 stations every night trying… https://t.co/2zi0zfssgV,0,Twitter for iPhone,
Steven Sanzone,1539589120611287043,"Brooklyn, NY",2023-01-21 15:36:08,@POTUS Please think about the homeless in this country before you think about strangers from other countries,0,Twitter for Android,
NYT Metro,15222806,New York City,2023-01-21 15:31:08,"Janie Deegan said she was 25 and homeless when she got sober. Soon after, she discovered baking. https://t.co/qPAks4ptG8",1,SocialFlow,
rafael figueroa,91441626,manhattan,2023-01-21 15:29:06,"Update on the abandoned building on 9th street Btw Ave B&amp;C.
As you saw in the previous video I posted the removing… https://t.co/eUGsJSxxby",0,Twitter for Android,
Neha Dangayach MD MSCR FAAN FCCP FCCM FNCS,1634147804,"New York, USA",2023-01-21 15:26:23,"#SCCM2023 partnering with amazing local organizations &amp; leading by example-SF boys’ choir, donuts &amp; coffee from the… https://t.co/5g9pdj8ufo",5,Twitter for iPhone,
Chrisblue at journa dot host,14475647,Philly via NYC,2023-01-21 15:24:06,""" 'I’m just like, What. The. Fuck,' said one attending physician at a large city hospital’s ER. 'You’re going to br… https://t.co/bWsOW6UtEH",0,Twitter Web App,
•APimpNamedFreakitona,1079227623522357249,"Manhattan, NY",2023-01-21 15:22:07,"NYC be coming at you fast, the transit, the rats, the homeless, the Karen’s You really in GTA oh here",0,Twitter for iPhone,
Henny LeBeau 🍺🍆,25371382,NYC,2023-01-21 15:03:17,"Same MFs told me I was gonna fail, I’d never make it, “you’re gonna end up broke and homeless” keep sending me “fol… https://t.co/RbAP1gp09k",0,Twitter for iPhone,
🖕🙂Writish Banker🦁🤔,516425670,London - Hong Kong - New York ,2023-01-21 14:56:14,"@CisceroToday @zarahsultana I agree that to many believe the sate should be responsible for their whole lives, howe… https://t.co/8H2EqMSe29",0,Twitter for Android,
LVPUSA,1236671464511864833,"New York, USA",2023-01-21 14:44:47,@TrevorCoultMC @TheSun @wizzair Come back on a boat to get all the benefits. Oh heres a thought- pay a one way tick… https://t.co/2wnKadQkti,0,Twitter for iPhone,
Richard Durkee,1605975105959608323,northern new york,2023-01-21 14:39:29,@MayorOfLA @POTUS Your administration is bringing in millions of homeless illegals from the boarder. Why not stop that first?,0,Twitter Web App,
DeBorah Ann Palmer,241495800,"Brooklyn, NY",2023-01-21 14:36:06,@NYCMayor Assisted Living Facilities in Brooklyn are nothing but gloried homeless shelters. They are not ADA compli… https://t.co/MolJo44bYf,0,Twitter for Android,
Roman Nostalgia,34558517,New York City ,2023-01-21 14:32:20,@jakeshieldsajj I would leave unlocked but spray my own diarrhea in my car. The scent scares off the other homeless.  Trust me.,0,Twitter Web App,
Floppy Shoes and Shaolin Rings,1232353020345757696,"New York, USA",2023-01-21 14:30:11,"The country is in 32 trillion in debt. Yet we have no mental health care for most, no arts program in many schools,… https://t.co/glmItAvjVk",0,Twitter for iPhone,
Mary Baxter,135645082,"Queens, NY",2023-01-21 14:28:45,"Lawl.

Slavery, Jim Crow Laws, Capital Punishment, denying women’s health rights by closing PPs, denying help for h… https://t.co/aqrLOOD62x",0,Twitter for iPhone,
Benjamin בִּנְיָמִין,993891424956534788,Brooklyn,2023-01-21 14:28:20,@nico_press @maxwellcyoung Maxwell thinks he's on a continuous wave into the mainstream affluent political sphere -… https://t.co/CWSiwW7sjy,0,Twitter Web App,
BKLYN Justice Initiatives,1323657106353016833,Brooklyn,2023-01-21 14:15:37,Spraying of Homeless Woman Reflects Larger Violence Against Unhoused People https://t.co/H9JNfl44Sw,0,Twitter Web App,
Homeless New Yorker,1270494886559731720,New York City,2023-01-21 14:08:40,"@mean2greenstrz Sometime in the 1980s, nonprofits started to ""run like businesses"": Executive Directors became CEOs… https://t.co/q3LZhGcitj",0,Twitter for Android,
City Limits,82296803,New York City,2023-01-21 14:02:09,"How many people spend each night in a New York City homeless shelter? It seems like a simple question, but getting… https://t.co/ggNYZwALQw",0,Hootsuite Inc.,
Keri Szatkowski 🇺🇸🏳️‍🌈🇮🇱,1423247876990382080,"New York, USA",2023-01-21 13:56:32,@JOSH14362198 @MarcRolfe1 @FoxNews I don’t give a crap what your god thinks… stop imposing your religious beliefs o… https://t.co/20De2HIbun,0,Twitter for iPhone,
FerrisBueller,1218700851256135680,"New York, NY",2023-01-21 13:24:43,"A homeless man : “ YO Homie look like eighty four thousand dollars ”
.
Me: “There is also that exact many seconds i… https://t.co/hVLLyKmcwq",0,Twitter for iPhone,
"James Martin, SJ",226320142,New York City,2023-01-21 13:13:15,"All human life is sacred: the unborn child, the refugee fleeing war, the LGBTQ person threatened by violence, the h… https://t.co/FChq2mKDCS",77,Twitter Web App,
elocin_x,14183054,"Brooklyn, NY",2023-01-21 13:09:10,@jakeshieldsajj I had to pay for a private garage when I lived there and still found homeless people living in my car- that was 1999,0,Twitter for iPhone,
LadyDiEsquire,627916222,"New York, USA",2023-01-21 12:40:34,@SCOTUSMarshal @mrspanstreppon I know there are some land deals that are for $1- usually for a special purpose (exa… https://t.co/daKoHRtta8,0,Twitter for Android,
Lennie Briscoe,1608112449693032448,"New York, NY",2023-01-21 12:03:42,"Detectives Einstein and Galileo, excuse me. You think, uh, that this young lady was homeless? See, if you don't fin… https://t.co/7G6NZvQm7z",0,"Cheap Bots, Done Quick!",
Smirking Chimp,21295042,"New York, NY",2023-01-21 11:09:15,"Christopher D. Cook: ""Spraying of Homeless Woman Reflects Larger Violence Against Unhoused People"" https://t.co/QAI6URR8XH",2,Twitter Web App,
DJ Tennessee NYC,20086571,New York,2023-01-21 11:00:16,@ZeynabDay Win the competition for what exactly? Most school shootings? Biggest homeless population? most citizens… https://t.co/Ro1VMVcwpA,0,Twitter Web App,
@albewrich,1503694046522646529,"New York, USA",2023-01-21 10:59:57,@westenthu “homeless”,0,Twitter for iPhone,
"Charlie, Duke of Galilee 🇵🇸 تشارلي ديبه",430376892,"New York, NY",2023-01-21 10:07:51,@ranumpowerplay I hear ya. It’s intentional and it’s a shame. There are plenty of laws in the US against  growing y… https://t.co/6VcQC2oWTE,3,Twitter for iPhone,
Kid Coheed,1149458866620551168,"Brooklyn, NY",2023-01-21 10:06:51,"@operagxofficial I'm a chubby, half puerto rican RA for nonprofit helping homeless people, I'm quiet, dorky and I l… https://t.co/IrbEiLGBDZ",0,Twitter for Android,
Homeless_greek,2316308878,"New York, USA",2023-01-21 09:24:59,@draynilla Charge rifle all day,0,Twitter for iPhone,
𝖛𝖔𝖓,1471272593646837765,"Union City, NJ",2023-01-21 08:57:58,@MariaC06856847 @noname @AOC @NonameBooks Y’all only bring up the homeless when y’all want to weaponize them in your arguments,0,Twitter for iPhone,
taxi driver,942343562,new york,2023-01-21 08:56:06,now a homeless guy has come out of nowhere dancing 😭😭😭,0,Twitter for iPhone,
baronessvonblixen,261751751,New York,2023-01-21 07:53:58,@MrFMBBH That same son recorded himself kicking a homeless man in the nuts a few seasons back. She is a terrible mo… https://t.co/X4Extksvk2,1,Twitter for iPhone,
chris evans,33913156,"New York, NY",2023-01-21 07:11:43,"Bed-Stuy, Brooklyn nurse drags TF out of someone bullying and kicking a homeless person https://t.co/txrhbBAZVq",1422,Twitter for iPhone,
Latesha Dejean 🇹🇹🇭🇹,2165937401,New York,2023-01-21 06:50:42,"@sarahmichele83 @sgonzalesauthor If you don’t know a troop, you can order them online now! There’s a troop in NYC w… https://t.co/cAKBnZSDJY",0,Twitter for iPhone,
JJ,1275322192276992001,New York,2023-01-21 06:39:11,"@sakufighta @rileyzero @DinThomas You're ""politically homeless"" but your sense of business is what's fed to MAGA sy… https://t.co/FRUNXMG4WC",0,Twitter Web App,
jeffreybradac,1566138729068199936,"Manhattan, NY",2023-01-21 06:35:56,"MIGRANTS IN FREE HOTELS, CLOTHES,FOOD,MEDICAL,PHONES....ASKING FOR CASH IN BEVERLY HILLS. AMERICAN HOMELESS LITTER… https://t.co/Ogelbxjt0O",0,Twitter for Android,
Maria 🌎🕊🌱,1597281309772156928,"New York, USA",2023-01-21 06:18:00,@michaelmalice Michael Malice looks like a homeless dude doing a photo bomb.,0,Twitter for iPhone,
Michelle Nappi☮️,732981985854038016,New York,2023-01-21 06:07:33,"@Azul_sapphire12 Step 1 should be rent control. It's worked where building housing hasn't. 
Then raise US minimum w… https://t.co/gGp1eJBKmQ",2,Twitter Web App,
Women Owned Business,253808023,"New York, New York",2023-01-21 05:42:08,"Jennifer Sorrentino - Founder - Rescue Rebels by Cash 4 Canines, Inc. ~ We are a non profit 501c3 organization dedi… https://t.co/ExYWCsqrM9",0,Sendible,
Sarah Bahr,1566921690,New York City,2023-01-21 05:12:47,"Pamela Druckerman, a Paris-based American writer, lamented that the show treats Paris as a “two-dimensional cartoon… https://t.co/7Q4sXUh9Ts",1,Twitter Web App,
Melissa Russo,419784857,NYC,2023-01-21 04:57:01,Kathia has a City caseworker who was apparently unaware that one of the City’s two intake centers for homeless wome… https://t.co/73ljqELoji,3,Twitter for iPhone,
riot 2022 🧱,39029618,"Brooklyn, NY",2023-01-21 04:56:28,@CurtisW66773120 @chrsdcook Drugs aren’t the problem - not having homes is. Police are there to protect private pro… https://t.co/C42JaBRDIH,0,Twitter for iPhone,
maureen maureen,1394880192276008960,Jamaica,2023-01-21 04:51:09,@JohnPolack4 @LVT818 @JamaicaConstab Fi smaddy who homeless you have nuff chat. Since the police nuh search up a Pa… https://t.co/coVop8oV9L,0,Twitter for iPhone,
Melissa Russo,419784857,NYC,2023-01-21 04:42:09,Kathia went to live in a rental car after walking out of NYC’s only remaining homeless intake center for women. NYC… https://t.co/DyNnwTSPoZ,4,Twitter for iPhone,
Renair Benjamin,777043778112671744,Jamaica,2023-01-21 04:41:31,@onelovejamrok @docpat10 Seen acting homeless and poor,0,Twitter for iPhone,
MKNY,28621862,"New York, NY",2023-01-21 04:35:48,@maxwellcyoung Have you donated the cash in the wallet to a local charity or given it to homeless people as you encounter them?,0,Twitter for iPhone,
Dom Cassissa,1536545773,"New York, NY",2023-01-21 04:27:49,"-1 man who used his closet floor space as a litter box for his cats
-1 ""friendly"" tenant who let a homeless man sle… https://t.co/ZquyS0FkjD",0,Twitter Web App,
Bateman’s Returns,1606419167648817152,"New York, USA",2023-01-21 04:19:51,I was dissecting today 🙂… &amp; I realized that the Cowboys get murdered like a homeless man with a lack of impetus to… https://t.co/ozix2enJHc,1,Twitter for iPhone,
Snow_ottb ❄️,2511198970,New York,2023-01-21 04:11:38,@Jim_Jordan What about mothers LIFE? Or a veterans LIFE? Or a already born child’s LIFE? Or a homeless persons LIFE… https://t.co/7qJmQelDAu,0,Twitter for iPhone,
Ramona Y,2163884275,"New York, NY",2023-01-21 03:59:24,@vannuys25 I left for about 13 years. Worked for the federal government in Hawaii until I was referred to disabilit… https://t.co/teT0K8vuoE,0,Twitter for iPhone,
Rejuvenated Papa,381611134,"New York, USA",2023-01-21 03:58:58,"@BoomerMays @POTUS Chicago for the gang violence, border for the illegal immigration problem, Washington DC for the… https://t.co/aBYEGDSZbu",0,Twitter for Android,
Lulu,1516591650151313413,"New York, USA",2023-01-21 03:52:19,@BillFOXLA Help American families!!!!!! Legal/illegal homeless!!!!!!!!! #manhattan you will encounter homeless ppl Beverly Hills 🤦‍♀️,0,Twitter for iPhone,
Melissa Russo,419784857,NYC,2023-01-21 03:30:27,"“These violations are as serious as they can get in terms of the right to shelter,” according to Tim Campbell of Co… https://t.co/jk84ct8GLk",7,Twitter for iPhone,
Megan (she/her),117288030,NYC ,2023-01-21 03:25:17,@JumaaneWilliams Too many leaders used her death and her families silence to call for more criminalization of the h… https://t.co/dX9DgVi6jZ,0,Twitter for iPhone,
Lulu,1516591650151313413,"New York, USA",2023-01-21 03:22:11,@SenSanders @ArrestedAustin Yes like #stevebezos #billgates #oprah #zorros #zelinsky at this point he did get billi… https://t.co/ze2qenKvZf,1,Twitter for iPhone,
JOYCON,1471634374248521734,"New York, NY",2023-01-21 03:16:00,@dacryphiliac22 @legendisarmani @honeyswettrap It’s crazy bc last year when I came up on some extra money I Investe… https://t.co/TMhTUIDYx9,0,Twitter for iPhone,
Gisela roca,1447775675943989250,"Bronx, NY",2023-01-21 02:56:23,"Homeless man helps stranger, then THIS happened 🥺❤️ https://t.co/HOKhViUJ6d vía @YouTube😪😪😪😪",0,Twitter for iPhone,
louis fernandez,21534577,"New York, NY",2023-01-21 02:03:11,Do you really live in nyc if you haven’t been called a f*ggot by a homeless person?,1,Twitter for iPhone,
Same Ol' Same Ol',1433008987004411906,"New York, USA",2023-01-21 01:56:32,@imyarekkk @GovKathyHochul Pay ur rent and you won't become homeless stop begging there not your houses to live in for free,0,Twitter for Android,
Call Me Mo,1318915427448258564,"Bronx, NY",2023-01-21 01:29:16,@DLR2021 @Long20thCentury Strongest Welsh socialist vs Weakest homeless New Yorker https://t.co/Pz8HHL4geM,0,Twitter Web App,
Lulu,1516591650151313413,"New York, USA",2023-01-21 01:28:18,Ppl at pantries with jobs!!!! But they want to help ppl from other countries????? Help immigrants here!!!! Veterans… https://t.co/8FmPma27Qq,0,Twitter for iPhone,
:3lON,93251814,"Brooklyn, NY",2023-01-21 01:13:15,This homeless man just tried to pay me for singing in the train station lolol aww 🥺,0,Twitter for iPhone,
J M,25680920,New York City,2023-01-21 01:08:00,"@NYCMayor Great but where is the outreach for the riders who endure crack smokers, fare beaters and homeless on trains?",1,Twitter for iPhone,
Rejuvenated Papa,381611134,"New York, USA",2023-01-21 01:07:00,"@WhiteHouse Yea they're doing great. Crime is rising, city streets are a disgrace, homeless sleeping everywhere, an… https://t.co/ECkuh0VYHj",0,Twitter for Android,
Stella,797105543156551681,New York,2023-01-21 00:50:11,"@RepFeenstra Really? No one is an American UNTIL they are born. And once they are born, you couldn't care less if t… https://t.co/AtOxJlv46a",0,Twitter Web App,
Waji,1093701406698205186,"Brooklyn, NY",2023-01-21 00:41:44,Itches getting their makeup done to take passport photos is crazy. I be @ the airport looking homeless 😭 it’s no way they gon let me through,0,Twitter for iPhone,
Tyreke,1276570276399132672,"New York, USA",2023-01-21 00:41:05,"@helena_hooley @brumerc82 @TemujinTrading @BookofAEGIS @LayahHeilpern 582,462 homeless people 16 million vacant hom… https://t.co/OrO4IYewEE",0,Twitter for iPhone,
The Afrofuturist Woman,1308564751975362567,The Big Apple,2023-01-21 00:27:15,Buy them from Brown houseless girls in NYC!  #Troop6000 https://t.co/7pA2guGBSR,0,Twitter Web App,
Connor Lillis,171998715,"New York, NY",2023-01-21 00:06:30,"@MohamedMMueen They’ve earned that wage by exploiting workers (usually internationally), by underpaying them (somet… https://t.co/HkaOJfjlk8",0,Twitter for iPhone,
J.,2581103292,Jamaica,2023-01-21 00:03:11,"I been looking homeless for far too long, this ain’t it",0,Twitter for iPhone,
Nate,1362123595988815874,"New York, NY",2023-01-20 23:33:59,@teacollectors @YeahImDrinking Haha yes! It's wild!! There are legit homeless ppl in crisis but others who get atta… https://t.co/gLYIGt25xW,0,Twitter for Android,
Beat box,1509277898699685904,"New York, USA",2023-01-20 23:32:44,Give a homeless person $500 cash or have sex with Madonna .. the way she looks now ?,0,Twitter for iPhone,
Newporteous,1273375393651798016,"New York, NY",2023-01-20 23:23:47,@DennisB57750265 @TheStalwart @micsolana People just gonna sell them untaxed like loosies then you’ll have more bra… https://t.co/GjU0CckoGN,0,Twitter for iPhone,
Unfare NYC,1159263669538213893,"New York, NY",2023-01-20 23:22:48,Transit bureau anti-terrorism pigs are wandering around Barclays with “homeless outreach” (6:18pm) https://t.co/fjmTACQyVS,5,Twitter for Android,
AMA Animal Rescue,1431741290,"Brooklyn, New York",2023-01-20 23:20:38,"homeless cats and dogs we can save. So if you've been considering getting involved but weren't sure how, or you liv… https://t.co/a6hc5Skme2",0,Twitter for iPhone,
Edward Edwards,90072855,"Manhattan, NY",2023-01-20 23:18:12,@RepJeffDuncan I expect you and your GOP colleagues to follow on w/ the next step; a plan that will provide housing… https://t.co/iXwPm4Bppc,0,Twitter Web App,
carol scott,19992459,"Upper East Side, Manhattan",2023-01-20 23:15:59,"@GovKathyHochul more crap stop paying attention to useless solutions and start worrying about homeless problem, sto… https://t.co/sw8g5P9A5k",0,Twitter Web App,
OrangeU Going?,818504182843981824,"New York, NY",2023-01-20 23:15:03,Tune in to hear from Breaking Ground about their ground breaking approaches to solving the homelessness epidemic in… https://t.co/Dlfh6Kghuz,0,OrangeU Going?,
carol scott,19992459,"Upper East Side, Manhattan",2023-01-20 23:13:49,@GovKathyHochul  you are completely tone deaf to the needs of downstate incl NYC and L.I. Help the mayor with immig… https://t.co/8x6DL89pjS,0,Twitter Web App,
J-I-M Fan23,1399856348,"New York, USA",2023-01-20 23:13:00,"@JamesBradleyCA Fun fact:  Trump claimed MEXICO was going to pay for his stupid fucking wall.

Fun fact 2:  We coul… https://t.co/pDTnMqnql6",0,Twitter for iPad,
Newporteous,1273375393651798016,"New York, NY",2023-01-20 23:03:59,@NoobMaster6ixT9 @wildtiktokss No she not. A bunch of future homeless ppl brain slugs are hilarious,0,Twitter for iPhone,
Pneûma B. Čmilytė,1509921307563016193,"Brooklyn, NY",2023-01-20 23:00:33,homeless ppl minimum wage going up. they out here asking for $20 now.,0,Twitter for iPhone,
RealNewYorker212,1570874414031314946,"Manhattan, NY",2023-01-20 22:57:55,They keep pushing commuters onto the tracks in NYC and our elected representatives tell us it’s safe- If they hadn’… https://t.co/vw0ETZHO5d,0,Twitter for iPhone,
Gene Dimitrieff,15825389,NYC,2023-01-20 22:55:07,My chances of being homeless is high. But I won’t sacrifice my body and soul for being vaccinated by a questionable… https://t.co/Yo9haoLS0J,0,Twitter for iPhone,
1|30 ♒️🖤,378226743,New York,2023-01-20 22:47:52,"In the next two weeks anybody from rochester wanna help me feed the homeless? Chili, soup, hot chocolate type of vi… https://t.co/1EWdEgDonv",0,Twitter for iPhone,
Voice Of Activist,2655696937,"Manhattan,NY",2023-01-20 22:46:31,Support the homelesslivesmatter across Minneapolis Minnesota......Lack of provision for those living in that State.… https://t.co/11sQcDUgJC,0,Twitter for Android,
Zoya Ramzanali,907977856864661504,"Manhattan, NY",2023-01-20 22:28:09,I was walking past a homeless guy on 14th street and started digging for the $5 in singles from my pocket until he… https://t.co/iQu8N3DZQY,0,Twitter for iPhone,
David Bruder,137444423,"New York, NY",2023-01-20 22:27:46,@Mezikenyc Someone should direct the homeless man to Tiffany Caban's office. She'll have some social workers counsel him,0,Twitter for Android,
NewsOne,18197668,"New York, NY",2023-01-20 22:20:00,A New York Post op-ed expresses sympathy for the San Francisco man who sprayed a homeless woman with water and wond… https://t.co/3XlYC00VGd,1,Sprout Social,
Nancy tegopoulos,2946666952,New York,2023-01-20 22:01:49,@JoeBiden No more money to Ukraine. Give it to our Homeless Vets!,0,Twitter Web App,
Debra Love-Goff,1231531307240390658,"New York, USA",2023-01-20 21:55:46,@keith_mchenry @ZelenskyyUa @POTUS Do some research on why mental health facilities became the bad idea taxpayers p… https://t.co/I99Vuibm5C,0,Twitter for Android,
Aurélie Wulff,567411482,"New York, USA",2023-01-20 21:40:45,"You wanted to show how “powerful” you could be… for who? For what?? Now even your kids, your future grand kids can’… https://t.co/s9dXTLChoo",1,Twitter for iPhone,
Flo Waxman,299984516,,2023-01-20 21:34:20,@whittler_e And they want seniors to become homeless and hungry,1,Twitter for iPhone,
Nate,1362123595988815874,"New York, NY",2023-01-20 21:34:18,@teacollectors @YeahImDrinking A sociology student did this experiment where he was homeless asking for money and m… https://t.co/Oy0Oot7X9g,0,Twitter for Android,
koldhearted ❤️‍🔥🗡,2440769373,"New York, NY",2023-01-20 21:32:21,@mindonmillions1 @BornAKang not even homeless people will go to macys and strip their bare ass to lay in a bed😐 the… https://t.co/k4a5ND1RIH,0,Twitter for iPhone,
Nate,1362123595988815874,"New York, NY",2023-01-20 21:31:55,@YeahImDrinking Ohhhhhh this happened to me! Xmas Eve in NYC! Offered fresh Pad Thai from across the street to this… https://t.co/L7JE28UHMS,0,Twitter for Android,
jeffrey,28965778,"Brooklyn, NY",2023-01-20 21:24:11,@YeahImDrinking Let's not make jokes at homeless people. Please?,0,Twitter for Android,
Michael Lambert aka That’s Mr. Boomer 2U‼️,24992877,NYC,2023-01-20 21:21:41,"The latest updates from the AOC proclaimed, “People’s Republic of Astoria” where representatives appear to be ducki… https://t.co/ETM8RBMGF0",1,Twitter for iPhone,
Alexandria Morales Taylor,1417555824382251012,"New York, USA",2023-01-20 21:19:50,Only the hottest girls can go outside dressed like a houseless man to the bodega a guy went ahead of me; he looks a… https://t.co/Cv8kjs6UZa,0,Twitter for Android,
Alex,169211465,"New York, NY",2023-01-20 21:19:43,People that smell like they’re homeless but are not https://t.co/SCR2QztpOl,0,Twitter for iPhone,
C2C3,1186269996168691719,"New York, NY",2023-01-20 21:16:15,@CurtisSliwa @NYCMayor Don’t know where they go but are the homeless safer on streets then in shelters? Just wonder… https://t.co/eTlAwP8ndr,0,Twitter for iPhone,
FromTheGMan,1328724724394979329,"Harlem, New York",2023-01-20 21:12:00,"@joerogan - If there's anything you can do to help this woman and her dog, please do. Thank you, Mr. Rogan. G-Man,… https://t.co/PjPjYq1n3n",0,Twitter Web App,
FromTheGMan,1328724724394979329,"Harlem, New York",2023-01-20 21:08:18,"@CaribeDevine - You're my news running back, and here's the hand-off! Run, Ms. Devine! Run! I don't give a damn abo… https://t.co/unYGWsonaH",0,Twitter Web App,
Roman Shusterman,2880950729,"Brooklyn, New York",2023-01-20 21:08:11,"If government truly got out of the way then people would survive by helping each other, but they don't want people… https://t.co/e2dM8eusRX",0,Twitter Web App,
BronxWorks,95205165,"Bronx, NY",2023-01-20 21:02:28,Temperatures will drop below freezing tonight and a #CodeBlue will be in effect. If you or someone you know needs a… https://t.co/QKSI91UYmQ,0,Twitter Web App,
City Limits,82296803,New York City,2023-01-20 21:01:12,"How many people spend each night in a New York City homeless shelter? It seems like a simple question, but getting… https://t.co/MpW9e1sekJ",0,Hootsuite Inc.,
New York City 311,37683414,New York City,2023-01-20 21:01:12,".@NYCDHS’s Code Blue is in effect until tomorrow, Saturday, January 21 at 8:00 AM. If you see a homeless person out… https://t.co/k2zdA922Oi",17,Hootsuite Inc.,
Curtis Sliwa,21112251,"New York, NY",2023-01-20 20:49:46,"Months ago, the @NYCMayor promised to get the homeless &amp; EDP's living on the subway out of the #mta &amp; the help they… https://t.co/GC5pTHKA6h",88,Twitter Web App,
derblauweisse,839402840,New York,2023-01-20 20:46:04,Richard Gutjahr NEWTop story: A powerful nonprofit owns apartments for poor tenants. Why does the elevator keep fai… https://t.co/934vaZSjnP,0,The Tweeted Times,
Pauline Park,40717489,New York,2023-01-20 20:45:22,"""Mr. Monk &amp; the Miracle"" is on TV now &amp; the funniest scenes are when Adrian (Tony Shalhoub) visits the monastery to… https://t.co/jPkQE8cKpp",0,Twitter Web App,
Mayor’s Community Affairs Unit,214976391,"New York, NY",2023-01-20 20:43:52,"Mark your calendar! 🗓️

The 2023 Youth Count will take place from Wednesday, January 25 – Friday, January 27. Take… https://t.co/tyzdxjjH1A",0,Twitter Web App,
Tony Wideman,17938259,"Jersey City, NJ",2023-01-20 20:31:59,@lavern_spicer Help the homeless with more than a trolling fake concern.,0,Twitter for Android,
JQ LLC,1392942973499936768,Queens,2023-01-20 20:31:37,@rmnann @nycpix @OpenPlans One of those high end restaurants did have cornhole boards out. I saw a homeless man str… https://t.co/30QMGws0sS,0,Twitter for Android,
Necrogen 🦖,1278705914724433921,"New York, USA",2023-01-20 20:25:38,"@lavern_spicer So give the homeless a fucki g home and put them to work. Boom they aren't homeless anymore.

Gorda… https://t.co/KpuxHsbfci",0,Twitter for Android,
TalkRadio 77 WABC,104567779,"New York, NY",2023-01-20 20:19:13,"""...I Want to mention the homeless.""

@DominicTV goes over several attacks on the #Homeless.

Listen to the full ep… https://t.co/3VXQFOrPQ1",1,Twitter Web App,
City & State Events,887755326660935681,"New York, NY",2023-01-20 20:08:06,"On 1/26, join us as we partner with @HELPUSA to host experts &amp; practitioners who will go beyond the negative effect… https://t.co/XCGdNcFnSb",0,Sprout Social,
Andy Ostroy,123281100,NYC,2023-01-20 20:07:19,".#GOP: 'We're totally fine w/all the lies, campaign-finance violations, election fraud, non-profit grifting &amp; steal… https://t.co/fqCyuJviPw",13,Twitter Web App,
Meet Zill,1413157963859116035,"Manhattan, NY",2023-01-20 19:49:13,"@JTLonsdale @InstituteCicero Great job, Joe! Your dedication and hard work in fighting the Homeless Industrial Comp… https://t.co/EUNqx8bjvN",0,Twitter for iPhone,
Elizabeth has a much better link Blumberg ⚖,3365430215,"Brooklyn, NY",2023-01-20 19:42:37,@BenjySarlin George Santos said he never swindled the homeless vet and his dying dog. Kitara said Anthony Devolder totally did it tho.,0,Twitter Web App,
Joe,1490368535519969280,"New York, NY",2023-01-20 19:26:10,Every time the criminal left throws billions of dollars at some stupid cause that they can't stop like the Homeless… https://t.co/mb0T13m2jR,0,Twitter for Android,
David Neary,190814399,"Brooklyn, New York",2023-01-20 19:23:50,"@jihanebousfiha_ Holy shit, was he the President’s son who takes daughter on a date to the Washington Monument then… https://t.co/N90r43UtFq",0,Twitter for iPhone,
clement clemensen,2678666171,"Manhattan, NY",2023-01-20 19:21:55,"@MythinformedMKE @mysteriouskat @MeghanEMurphy @peterboghossian Yes, if the bubble is too insulated there is a feel… https://t.co/m25NKOJ3lv",0,Twitter for iPad,
Cral,95506130,NYC,2023-01-20 19:14:54,I’m the reason all my opps ain’t homeless,0,Twitter for iPhone,
